ENSG	NCBI	HGNCID	chr	uniprot	symbol	name
ENSG00000145833	9879	HGNC:18681	5q31.1	Q7L014	DDX46	DEAD-box helicase 46
ENSG00000213782	51202	HGNC:18682	12p13.1	Q9H0S4	DDX47	DEAD-box helicase 47
ENSG00000141543	9775	HGNC:18683	17q25.3	P38919	EIF4A3	eukaryotic translation initiation factor 4A3
ENSG00000105671	54555	HGNC:18684	19p13.11	Q9Y6V7	DDX49	DEAD-box helicase 49
ENSG00000170509	345275	HGNC:18685	4q22.1	Q7Z5P4	HSD17B13	hydroxysteroid 17-beta dehydrogenase 13
ENSG00000148204	286204	HGNC:18688	9q33.3	Q5IJ48	CRB2	crumbs 2, cell polarity complex component
ENSG00000087237	1071	HGNC:1869	16q13	P11597	CETP	cholesteryl ester transfer protein
ENSG00000147488	9705	HGNC:18695	8q11.23	O60284	ST18	ST18, C2H2C-type zinc finger
ENSG00000179862	163732	HGNC:18696	1p34.2	Q96RK1	CITED4	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4
ENSG00000112249	10973	HGNC:18697	6q16.3	Q8N3C0	ASCC3	activating signal cointegrator 1 complex subunit 3
ENSG00000109832	29118	HGNC:18698	11q24.2	Q9UHL0	DDX25	DEAD-box helicase 25
ENSG00000152670	54514	HGNC:18700	5q11.2	Q9NQI0	DDX4	DEAD-box helicase 4
ENSG00000158234	55179	HGNC:18703	3q22.3	Q9NVQ4	FAIM	Fas apoptotic inhibitory molecule
ENSG00000102030	8260	HGNC:18704	Xq28	P41227	NAA10	N(alpha)-acetyltransferase 10, NatA catalytic subunit
ENSG00000102891	84560	HGNC:18705	16q13	P47944	MT4	metallothionein 4
ENSG00000068400	56850	HGNC:18706	Xp11.23	Q4V328	GRIPAP1	GRIP1 associated protein 1
ENSG00000161835	160622	HGNC:18707	12q13.13	Q7Z6J2	GRASP	general receptor for phosphoinositides 1 associated scaffold protein
ENSG00000155974	23426	HGNC:18708	12q14.3	Q9Y3R0	GRIP1	glutamate receptor interacting protein 1
ENSG00000147082	85417	HGNC:18709	Xp11.22	Q8WWL7	CCNB3	cyclin B3
ENSG00000153012	55203	HGNC:18710	4p15.2	Q8N0V4	LGI2	leucine rich repeat LGI family member 2
ENSG00000168481	203190	HGNC:18711	8p21.3	Q8N145	LGI3	leucine rich repeat LGI family member 3
ENSG00000153902	163175	HGNC:18712	19q13.12	Q8N135	LGI4	leucine rich repeat LGI family member 4
ENSG00000106415	113263	HGNC:18713	7p21.3	Q86VQ1	GLCCI1	glucocorticoid induced 1
ENSG00000140526	11057	HGNC:18717	15q26.1	P08910	ABHD2	abhydrolase domain containing 2
ENSG00000158201	171586	HGNC:18718	18q11.2	Q8WU67	ABHD3	abhydrolase domain containing 3
ENSG00000186007	93273	HGNC:18725	1q32.1	Q68G75	LEMD1	LEM domain containing 1
ENSG00000170448	152518	HGNC:18726	4p12	Q6ZNB6	NFXL1	nuclear transcription factor, X-box binding like 1
ENSG00000164508	221613	HGNC:18729	6p22.2	Q96QV6	HIST1H2AA	histone cluster 1 H2A family member a
ENSG00000153774	10428	HGNC:1873	16q23.1	Q9UEE9	CFDP1	craniofacial development protein 1
ENSG00000146047	255626	HGNC:18730	6p22.2	Q96A08	HIST1H2BA	histone cluster 1 H2B family member a
ENSG00000197646	80380	HGNC:18731	9p24.1	Q9BQ51	PDCD1LG2	programmed cell death 1 ligand 2
ENSG00000198642	55958	HGNC:18732	9p21.3	Q9P2J3	KLHL9	kelch like family member 9
ENSG00000039123	23517	HGNC:18734	5q11.2	P42285	MTREX	Mtr4 exosome RNA helicase
ENSG00000204614	135644	HGNC:18736	6p22.1	Q6P9F5	TRIM40	tripartite motif containing 40
ENSG00000186918	55893	HGNC:18737	8p21.1	Q9H8N7	ZNF395	zinc finger protein 395
ENSG00000072422	9886	HGNC:18738	10q21.2	O94844	RHOBTB1	Rho related BTB domain containing 1
ENSG00000172757	1072	HGNC:1874	11q13.1	P23528	CFL1	cofilin 1
ENSG00000183837	29944	HGNC:18742	Xq28	Q9UL41	PNMA3	PNMA family member 3
ENSG00000198883	114824	HGNC:18743	Xq28	Q96PV4	PNMA5	PNMA family member 5
ENSG00000171595	64446	HGNC:18744	17q25.1	Q9GZS0	DNAI2	dynein axonemal intermediate chain 2
ENSG00000144635	51143	HGNC:18745	3p22.3	Q9Y6G9	DYNC1LI1	dynein cytoplasmic 1 light intermediate chain 1
ENSG00000126233	57152	HGNC:18746	8q24.3	P55000	SLURP1	secreted LY6/PLAUR domain containing 1
ENSG00000152910	85445	HGNC:18747	16q23.1	Q9C0A0	CNTNAP4	contactin associated protein like 4
ENSG00000155052	129684	HGNC:18748	2q14.3	Q8WYK1	CNTNAP5	contactin associated protein like 5
ENSG00000174791	9610	HGNC:18749	11q13.2	Q13671	RIN1	Ras and Rab interactor 1
ENSG00000165410	1073	HGNC:1875	14q13.1	Q9Y281	CFL2	cofilin 2
ENSG00000132669	54453	HGNC:18750	20p11.23	Q8WYP3	RIN2	Ras and Rab interactor 2
ENSG00000100599	79890	HGNC:18751	14q32.13	Q8TB24	RIN3	Ras and Rab interactor 3
ENSG00000119487	79109	HGNC:18752	9q33.3	Q9BPZ7	MAPKAP1	mitogen-activated protein kinase associated protein 1
ENSG00000161243	126433	HGNC:18753	19q13.2	Q8NI29	FBXO27	F-box protein 27
ENSG00000269190	115290	HGNC:18754	19q13.2	Q96EF6	FBXO17	F-box protein 17
ENSG00000115350	56655	HGNC:18755	2p12	Q9NR33	POLE4	DNA polymerase epsilon 4, accessory subunit
ENSG00000008853	23221	HGNC:18756	8p21.3	Q9BYZ6	RHOBTB2	Rho related BTB domain containing 2
ENSG00000164292	22836	HGNC:18757	5q15	O94955	RHOBTB3	Rho related BTB domain containing 3
ENSG00000138686	55212	HGNC:18758	4q27	Q8IWZ6	BBS7	Bardet-Biedl syndrome 7
ENSG00000003402	8837	HGNC:1876	2q33.1	O15519	CFLAR	CASP8 and FADD like apoptosis regulator
ENSG00000197136	399909	HGNC:18760	11q13.1	Q9H6A9	PCNX3	pecanex 3
ENSG00000123643	206358	HGNC:18761	5q33.1	Q7Z2H8	SLC36A1	solute carrier family 36 member 1
ENSG00000186335	153201	HGNC:18762	5q33.1	Q495M3	SLC36A2	solute carrier family 36 member 2
ENSG00000124613	346157	HGNC:18779	6p22.1	Q9UJN7	ZNF391	zinc finger protein 391
ENSG00000108091	8030	HGNC:18782	10q21.2	Q16204	CCDC6	coiled-coil domain containing 6
ENSG00000197976	8227	HGNC:18783	Xp22.33 and Yp11.32	Q02040	AKAP17A	A-kinase anchoring protein 17A
ENSG00000160214	8568	HGNC:18785	21q22.3	P56182	RRP1	ribosomal RNA processing 1
ENSG00000071859	9130	HGNC:18786	Xq28	Q14320	FAM50A	family with sequence similarity 50 member A
ENSG00000213809	100528032	HGNC:18788	12p13.2	P26718	KLRK1	killer cell lectin like receptor K1
ENSG00000213809	22914	HGNC:18788	12p13.2	P26718	KLRK1	killer cell lectin like receptor K1
ENSG00000145945	26240	HGNC:18789	6p25.2	Q9Y247	FAM50B	family with sequence similarity 50 member B
ENSG00000168824	27065	HGNC:18790	4p16.3	P42857	NSG1	neuronal vesicle trafficking associated 1
ENSG00000204644	346171	HGNC:18791	6p22.1	Q9NU63	ZFP57	ZFP57 zinc finger protein
ENSG00000142449	84467	HGNC:18794	19p13.2	Q75N90	FBN3	fibrillin 3
ENSG00000213886	10537	HGNC:18795	6p22.1	O15205	UBD	ubiquitin D
ENSG00000131650	79412	HGNC:18797	16p13.3	Q8NCW0	KREMEN2	kringle containing transmembrane protein 2
ENSG00000070214	23446	HGNC:18798	9q31.1-q31.2	Q8WWI5	SLC44A1	solute carrier family 44 member 1
ENSG00000125375	27109	HGNC:18799	14q21.3	Q99766	DMAC2L	distal membrane arm assembly complex 2 like
ENSG00000137845	102	HGNC:188	15q21.3	O14672	ADAM10	ADAM metallopeptidase domain 10
ENSG00000143157	57645	HGNC:18800	1q24.1	Q9P215	POGK	pogo transposable element derived with KRAB domain
ENSG00000143442	23126	HGNC:18801	1q21.3	Q7Z3K3	POGZ	pogo transposable element derived with ZNF domain
ENSG00000171953	91647	HGNC:18802	17p11.2	Q8N5M1	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2
ENSG00000123472	64756	HGNC:18803	1p33	Q5TC12	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1
ENSG00000171735	23261	HGNC:18806	1p36.31-p36.23	Q9Y6Y1	CAMTA1	calmodulin binding transcription activator 1
ENSG00000108509	23125	HGNC:18807	17p13.2	O94983	CAMTA2	calmodulin binding transcription activator 2
ENSG00000136261	28969	HGNC:18808	7p21.1	Q9Y6E2	BZW2	basic leucine zipper and W2 domains 2
ENSG00000123416	10376	HGNC:18809	12q13.12	P68363	TUBA1B	tubulin alpha 1b
ENSG00000166762	117155	HGNC:18810	15q15.3	Q96P56	CATSPER2	cation channel sperm associated 2
ENSG00000156966	93010	HGNC:18811	2q37.1	Q8NFL0	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7
ENSG00000126259	84063	HGNC:18816	19q13.12	Q6UWL6	KIRREL2	kirre like nephrin family adhesion molecule 2
ENSG00000166189	79803	HGNC:18817	10q24.32	Q86YV9	HPS6	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3
ENSG00000186812	84307	HGNC:18818	18q12.2	Q8NF99	ZNF397	zinc finger protein 397
ENSG00000188992	149998	HGNC:18821	21q11.2	Q6XZB0	LIPI	lipase I
ENSG00000116857	252839	HGNC:18823	1q32.1	Q9P0T7	TMEM9	transmembrane protein 9
ENSG00000186496	252884	HGNC:18824	18q12.2	Q96N95	ZNF396	zinc finger protein 396
ENSG00000164300	256987	HGNC:18825	5q14.1	Q86VE9	SERINC5	serine incorporator 5
ENSG00000112874	83594	HGNC:18826	5q21.2	Q9BQG2	NUDT12	nudix hydrolase 12
ENSG00000166321	25961	HGNC:18827	10q22.2	Q86X67	NUDT13	nudix hydrolase 13
ENSG00000137806	51103	HGNC:18828	15q15.1	Q9Y375	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1
ENSG00000161594	317719	HGNC:18829	17q21.2	Q6JEL2	KLHL10	kelch like family member 10
ENSG00000171872	128209	HGNC:18830	1p34.1	Q5JT82	KLF17	Kruppel like factor 17
ENSG00000164932	115908	HGNC:18831	8q22.3	Q96CG8	CTHRC1	collagen triple helix repeat containing 1
ENSG00000160908	84124	HGNC:18832	7q22.1	Q53GI3	ZNF394	zinc finger protein 394
ENSG00000104881	10848	HGNC:18838	19q13.32	Q8WUF5	PPP1R13L	protein phosphatase 1 regulatory subunit 13 like
ENSG00000001626	1080	HGNC:1884	7q31.2	P13569	CFTR	cystic fibrosis transmembrane conductance regulator
ENSG00000135346	1081	HGNC:1885	6q14.3	P01215	CGA	glycoprotein hormones, alpha polypeptide
ENSG00000143578	148327	HGNC:18854	1q21.3	Q8TEY5	CREB3L4	cAMP responsive element binding protein 3 like 4
ENSG00000060566	84699	HGNC:18855	19p13.3	Q68CJ9	CREB3L3	cAMP responsive element binding protein 3 like 3
ENSG00000157613	90993	HGNC:18856	11p11.2	Q96BA8	CREB3L1	cAMP responsive element binding protein 3 like 1
ENSG00000186204	66002	HGNC:18857	19p13.12	Q9HCS2	CYP4F12	cytochrome P450 family 4 subfamily F member 12
ENSG00000143315	93183	HGNC:18858	1q23.2	Q9H3S5	PIGM	phosphatidylinositol glycan anchor biosynthesis class M
ENSG00000063176	56848	HGNC:18859	19q13.33	Q9NRA0	SPHK2	sphingosine kinase 2
ENSG00000104827	1082	HGNC:1886	19q13.33	P0DN86	CGB3	chorionic gonadotropin subunit beta 3
ENSG00000188611	56624	HGNC:18860	10q11.23	Q9NR71	ASAH2	N-acylsphingosine amidohydrolase 2
ENSG00000164794	27012	HGNC:18861	8q23.2	Q6PIU1	KCNV1	potassium voltage-gated channel modifier subfamily V member 1
ENSG00000173826	81033	HGNC:18862	17q23.3	Q9H252	KCNH6	potassium voltage-gated channel subfamily H member 6
ENSG00000184611	90134	HGNC:18863	2q24.2	Q9NS40	KCNH7	potassium voltage-gated channel subfamily H member 7
ENSG00000183960	131096	HGNC:18864	3p24.3	Q96L42	KCNH8	potassium voltage-gated channel subfamily H member 8
ENSG00000107147	57582	HGNC:18865	9q34.3	Q5JUK3	KCNT1	potassium sodium-activated channel subfamily T member 1
ENSG00000162687	343450	HGNC:18866	1q31.3	Q6UVM3	KCNT2	potassium sodium-activated channel subfamily T member 2
ENSG00000215262	157855	HGNC:18867	8p11.23	A8MYU2	KCNU1	potassium calcium-activated channel subfamily U member 1
ENSG00000166435	143570	HGNC:18868	11q13.4	Q6P2D8	XRRA1	X-ray radiation resistance associated 1
ENSG00000179168	199720	HGNC:18869	19q13.2	Q86UU5	GGN	gametogenetin
ENSG00000130997	353497	HGNC:18870	4p16.3	Q7Z5Q5	POLN	DNA polymerase nu
ENSG00000151611	166785	HGNC:18871	4q31.21	Q8IVH4	MMAA	metabolism of cobalamin associated A
ENSG00000115267	64135	HGNC:18873	2q24.2	Q9BYX4	IFIH1	interferon induced with helicase C domain 1
ENSG00000213658	27040	HGNC:18874	16q13	O43561	LAT	linker for activation of T cells
ENSG00000255374	259291	HGNC:18875	12p13.2	P59537	TAS2R43	taste 2 receptor member 43
ENSG00000255374	259289	HGNC:18875	12p13.2	P59537	TAS2R43	taste 2 receptor member 43
ENSG00000226761	259292	HGNC:18877	12p13.2	P59540	TAS2R46	taste 2 receptor member 46
ENSG00000163320	8545	HGNC:1888	3p11.1	Q9UFW8	CGGBP1	CGG triplet repeat binding protein 1
ENSG00000212126	259296	HGNC:18882	12p13.2	P59544	TAS2R50	taste 2 receptor member 50
ENSG00000221855	259287	HGNC:18883	7q35	P59536	TAS2R41	taste 2 receptor member 41
ENSG00000042088	55775	HGNC:18884	14q32.11	Q9NUW8	TDP1	tyrosyl-DNA phosphodiesterase 1
ENSG00000221937	259286	HGNC:18885	7q34	P59535	TAS2R40	taste 2 receptor member 40
ENSG00000236398	259285	HGNC:18886	7q34	P59534	TAS2R39	taste 2 receptor member 39
ENSG00000186136	353164	HGNC:18888	12p13.2	Q7RTR8	TAS2R42	taste 2 receptor member 42
ENSG00000060140	55359	HGNC:18889	12p13.2	Q6J9G0	STYK1	serine/threonine/tyrosine kinase 1
ENSG00000212899	85293	HGNC:18890	17q21.2	Q9BYR6	KRTAP3-3	keratin associated protein 3-3
ENSG00000213417	85294	HGNC:18891	17q21.2	Q9BYR9	KRTAP2-4	keratin associated protein 2-4
ENSG00000198553	283518	HGNC:18893	13q14.2	Q8N5I3	KCNRG	potassium channel regulator
ENSG00000162999	142679	HGNC:18894	2q32.1	Q8WTR2	DUSP19	dual specificity phosphatase 19
ENSG00000226479	79134	HGNC:18896	2q14.2	Q9H7F4	TMEM185B	transmembrane protein 185B
ENSG00000240871	100132476	HGNC:18898	17q21.2	Q9BYR0	KRTAP4-7	keratin associated protein 4-7
ENSG00000198271	85289	HGNC:18899	17q21.2	Q9BYR2	KRTAP4-5	keratin associated protein 4-5
ENSG00000073670	4185	HGNC:189	17q21.31	O75078	ADAM11	ADAM metallopeptidase domain 11
ENSG00000244537	85291	HGNC:18900	17q21.2	Q9BYR5	KRTAP4-2	keratin associated protein 4-2
ENSG00000189334	57402	HGNC:18901	1q21.3	Q9HCY8	S100A14	S100 calcium binding protein A14
ENSG00000241595	85280	HGNC:18902	17q21.2	Q9BYQ2	KRTAP9-4	keratin associated protein 9-4
ENSG00000204887	728255	HGNC:18904	17q21.2	P0C5Y4	KRTAP1-4	keratin associated protein 1-4
ENSG00000214518	728279	HGNC:18905	17q21.2	Q9BYT5	KRTAP2-2	keratin associated protein 2-2
ENSG00000212724	730755	HGNC:18906	17q21.2	P0C7H8	KRTAP2-3	keratin associated protein 2-3
ENSG00000198443	85285	HGNC:18907	17q21.2	Q9BYQ7	KRTAP4-1	keratin associated protein 4-1
ENSG00000196156	85290	HGNC:18908	17q21.2	Q9BYR4	KRTAP4-3	keratin associated protein 4-3
ENSG00000198090	81871	HGNC:18909	17q21.2	Q9BYQ5	KRTAP4-6	keratin associated protein 4-6
ENSG00000212722	100132386	HGNC:18910	17q21.2	Q9BYQ8	KRTAP4-9	keratin associated protein 4-9
ENSG00000212721	653240	HGNC:18911	17q21.2	Q9BYQ6	KRTAP4-11	keratin associated protein 4-11
ENSG00000240542	728318	HGNC:18912	17q21.2	A8MXZ3	KRTAP9-1	keratin associated protein 9-1
ENSG00000212659	100507608	HGNC:18914	17q21.2	A8MVA2	KRTAP9-6	keratin associated protein 9-6
ENSG00000180386	100505724	HGNC:18915	17q21.2	A8MTY7	KRTAP9-7	keratin associated protein 9-7
ENSG00000212657	100505753	HGNC:18916	17q21.2	A8MUX0	KRTAP16-1	keratin associated protein 16-1
ENSG00000182591	337880	HGNC:18922	21q22.1	Q8IUC1	KRTAP11-1	keratin associated protein 11-1
ENSG00000182816	337959	HGNC:18923	21q22.11	Q52LG2	KRTAP13-2	keratin associated protein 13-2
ENSG00000198390	140258	HGNC:18924	21q22.11	Q8IUC0	KRTAP13-1	keratin associated protein 13-1
ENSG00000240432	337960	HGNC:18925	21q22.11	Q3SY46	KRTAP13-3	keratin associated protein 13-3
ENSG00000186971	284827	HGNC:18926	21q22.11	Q3LI77	KRTAP13-4	keratin associated protein 13-4
ENSG00000186970	254950	HGNC:18927	21q22.11	Q3LI76	KRTAP15-1	keratin associated protein 15-1
ENSG00000186980	337963	HGNC:18928	21q22.11	A1A580	KRTAP23-1	keratin associated protein 23-1
ENSG00000183640	337879	HGNC:18935	21q22.1	Q8IUC2	KRTAP8-1	keratin associated protein 8-1
ENSG00000186977	337972	HGNC:18940	21q22.11	Q3LI72	KRTAP19-5	keratin associated protein 19-5
ENSG00000213463	55333	HGNC:18955	14q24.2	P57105	SYNJ2BP	synaptojanin 2 binding protein
ENSG00000154328	252969	HGNC:18956	8p23.1	Q969S2	NEIL2	nei like DNA glycosylase 2
ENSG00000187391	9863	HGNC:18957	7q21.11	Q86UL8	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2
ENSG00000171777	115727	HGNC:18958	19q13.1	Q8TDF6	RASGRP4	RAS guanyl releasing protein 4
ENSG00000170967	414301	HGNC:18961	11q22.3	Q8WTU0	DDI1	DNA damage inducible 1 homolog 1
ENSG00000139631	51380	HGNC:18966	12q13.13	Q9Y600	CSAD	cysteine sulfinic acid decarboxylase
ENSG00000134109	9695	HGNC:18967	3p26.1	Q92611	EDEM1	ER degradation enhancing alpha-mannosidase like protein 1
ENSG00000164509	133396	HGNC:18969	5q11.2	Q8NI17	IL31RA	interleukin 31 receptor A
ENSG00000152056	130340	HGNC:18971	2q36.1	Q96PC3	AP1S3	adaptor related protein complex 1 subunit sigma 3
ENSG00000175087	149420	HGNC:18981	1p36.11	Q8N165	PDIK1L	PDLIM1 interacting kinase 1 like
ENSG00000174576	266743	HGNC:18983	11q13.2	Q8IUM7	NPAS4	neuronal PAS domain protein 4
ENSG00000029153	56938	HGNC:18984	12p11.23	Q8WYA1	ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2
ENSG00000169738	51181	HGNC:18985	17q25.3	Q7Z4W1	DCXR	dicarbonyl and L-xylulose reductase
ENSG00000070610	57704	HGNC:18986	9p13.3	Q9HCG7	GBA2	glucosylceramidase beta 2
ENSG00000259431	79178	HGNC:18987	14q11.2	Q9BU02	THTPA	thiamine triphosphatase
ENSG00000198846	9760	HGNC:18988	8q12.1	O94900	TOX	thymocyte selection associated high mobility group box
ENSG00000173567	165082	HGNC:18989	2p23.3	Q8IZF5	ADGRF3	adhesion G protein-coupled receptor F3
ENSG00000153292	266977	HGNC:18990	6p12.3	Q5T601	ADGRF1	adhesion G protein-coupled receptor F1
ENSG00000164393	222611	HGNC:18991	6p12.3	Q8IZF7	ADGRF2	adhesion G protein-coupled receptor F2
ENSG00000156920	139378	HGNC:18992	Xq26.3	Q8IZF6	ADGRG4	adhesion G protein-coupled receptor G4
ENSG00000160469	84446	HGNC:18994	19q13.42	Q8TDC3	BRSK1	BR serine/threonine kinase 1
ENSG00000105053	51231	HGNC:18996	19q13.33	Q8IV63	VRK3	VRK serine/threonine kinase 3
ENSG00000147613	85481	HGNC:18997	8q21.3	Q96QS6	PSKH2	protein serine kinase H2
ENSG00000058729	55781	HGNC:18999	5q15	Q9BVS4	RIOK2	RIO kinase 2
ENSG00000129673	15	HGNC:19	17q25.1	Q16613	AANAT	aralkylamine N-acetyltransferase
ENSG00000148848	8038	HGNC:190	10q26.2	O43184	ADAM12	ADAM metallopeptidase domain 12
ENSG00000168077	51435	HGNC:19000	8p21.1	Q6AZY7	SCARA3	scavenger receptor class A member 3
ENSG00000170390	166614	HGNC:19002	4q31.23-q31.3	Q8N568	DCLK2	doublecortin like kinase 2
ENSG00000010803	22955	HGNC:19003	1p34.2	Q96GD3	SCMH1	Scm polycomb group protein homolog 1
ENSG00000204403	100506742	HGNC:19004	11q22.3	Q6UXS9	CASP12	caspase 12 (gene/pseudogene)
ENSG00000163673	85443	HGNC:19005	3p22.2	Q9C098	DCLK3	doublecortin like kinase 3
ENSG00000163349	204851	HGNC:19006	1p13.2	Q86Z02	HIPK1	homeodomain interacting protein kinase 1
ENSG00000160396	147746	HGNC:19007	19q13.2	Q8NE63	HIPK4	homeodomain interacting protein kinase 4
ENSG00000178502	55175	HGNC:19008	17q21.2	Q9NVR0	KLHL11	kelch like family member 11
ENSG00000103351	23059	HGNC:19009	16p13.3	Q96AJ1	CLUAP1	clusterin associated protein 1
ENSG00000159618	221188	HGNC:19010	16q21	Q8IZF4	ADGRG5	adhesion G protein-coupled receptor G5
ENSG00000153294	221393	HGNC:19011	6p12.3	Q8IZF3	ADGRF4	adhesion G protein-coupled receptor F4
ENSG00000145244	10699	HGNC:19012	4p12	Q9Y5Q5	CORIN	corin, serine peptidase
ENSG00000146063	90933	HGNC:19013	5q35.3	Q8WV44	TRIM41	tripartite motif containing 41
ENSG00000155890	287015	HGNC:19014	3q23	Q8IWZ5	TRIM42	tripartite motif containing 42
ENSG00000144015	129868	HGNC:19015	2q11.1	Q96BQ3	TRIM43	tripartite motif containing 43
ENSG00000166326	54765	HGNC:19016	11p13	Q96DX7	TRIM44	tripartite motif containing 44
ENSG00000146755	135892	HGNC:19017	7q11.23	Q86XT4	TRIM50	tripartite motif containing 50
ENSG00000134253	80263	HGNC:19018	1p13.1	Q9H8W5	TRIM45	tripartite motif containing 45
ENSG00000163462	80128	HGNC:19019	1q22	Q7Z4K8	TRIM46	tripartite motif containing 46
ENSG00000132481	91107	HGNC:19020	17q25	Q96LD4	TRIM47	tripartite motif containing 47
ENSG00000150244	79097	HGNC:19021	11q11	Q8IWZ4	TRIM48	tripartite motif containing 48
ENSG00000165868	259217	HGNC:19022	10q25.3	O43301	HSPA12A	heat shock protein family A (Hsp70) member 12A
ENSG00000124900	84767	HGNC:19023	11q12.1	Q9BSJ1	TRIM51	tripartite motif-containing 51
ENSG00000183718	84851	HGNC:19024	5q35.3	Q96A61	TRIM52	tripartite motif containing 52
ENSG00000197587	127343	HGNC:19026	1p33	Q8NFW5	DMBX1	diencephalon/mesencephalon homeobox 1
ENSG00000136802	56262	HGNC:19027	9q34.11	Q8IWT6	LRRC8A	leucine rich repeat containing 8 VRAC subunit A
ENSG00000169871	81844	HGNC:19028	7q22.1	Q9BRZ2	TRIM56	tripartite motif containing 56
ENSG00000069122	221395	HGNC:19030	6p12.3	Q8IZF2	ADGRF5	adhesion G protein-coupled receptor F5
ENSG00000143793	79169	HGNC:19032	1q42.13	Q9BU76	C1orf35	chromosome 1 open reading frame 35
ENSG00000105613	22983	HGNC:19034	19p13.2	Q9Y2H9	MAST1	microtubule associated serine/threonine kinase 1
ENSG00000086015	23139	HGNC:19035	1p34.1	Q6P0Q8	MAST2	microtubule associated serine/threonine kinase 2
ENSG00000099308	23031	HGNC:19036	19p13.11	O60307	MAST3	microtubule associated serine/threonine kinase 3
ENSG00000069020	375449	HGNC:19037	5q12.3	O15021	MAST4	microtubule associated serine/threonine kinase family member 4
ENSG00000063761	57143	HGNC:19038	14q24.3	Q86TW2	ADCK1	aarF domain containing kinase 1
ENSG00000133597	90956	HGNC:19039	7q34	Q7Z695	ADCK2	aarF domain containing kinase 2
ENSG00000123815	79934	HGNC:19041	19q13.2	Q96D53	COQ8B	coenzyme Q8B
ENSG00000120539	84930	HGNC:19042	10p12.1	Q96GX5	MASTL	microtubule associated serine/threonine kinase like
ENSG00000249715	90342	HGNC:19044	2q11.2	A0AVI2	FER1L5	fer-1 like family member 5
ENSG00000137571	81796	HGNC:19046	8q13.3	Q9H2Y9	SLCO5A1	solute carrier organic anion transporter family member 5A1
ENSG00000066279	259266	HGNC:19048	1q31.3	Q8IZT6	ASPM	abnormal spindle microtubule assembly
ENSG00000205549	100129385	HGNC:19054	9p22.3	A6NGG3	C9orf92	chromosome 9 open reading frame 92
ENSG00000223496	118460	HGNC:19055	16q22.1	Q5RKV6	EXOSC6	exosome component 6
ENSG00000124177	84181	HGNC:19057	20q12	Q8TD26	CHD6	chromodomain helicase DNA binding protein 6
ENSG00000147262	139760	HGNC:19060	Xq26.1	Q8TDV5	GPR119	G protein-coupled receptor 119
ENSG00000186188	338557	HGNC:19061	10q23.33	Q5NUL3	FFAR4	free fatty acid receptor 4
ENSG00000204366	221527	HGNC:19066	6p21.33	Q9Y330	ZBTB12	zinc finger and BTB domain containing 12
ENSG00000165171	155368	HGNC:19068	7q11.23	Q8N6F8	METTL27	methyltransferase like 27
ENSG00000249948	57733	HGNC:19069	4p15.2	Q9H227	GBA3	glucosylceramidase beta 3 (gene/pseudogene)
ENSG00000138135	9023	HGNC:1907	10q23.31	O95992	CH25H	cholesterol 25-hydroxylase
ENSG00000079134	9984	HGNC:19070	18p11.32	Q96FV9	THOC1	THO complex 1
ENSG00000183684	10189	HGNC:19071	17q25.3	Q86V81	ALYREF	Aly/REF export factor
ENSG00000051596	84321	HGNC:19072	5q35.2	Q96J01	THOC3	THO complex 3
ENSG00000125676	57187	HGNC:19073	Xq25	Q8NI27	THOC2	THO complex 2
ENSG00000100296	8563	HGNC:19074	22q12.2	Q13769	THOC5	THO complex 5
ENSG00000145365	92610	HGNC:19075	4q25	Q96CG3	TIFA	TRAF interacting protein with forkhead associated domain
ENSG00000204439	57827	HGNC:19076	6p21.33	O95873	C6orf47	chromosome 6 open reading frame 47
ENSG00000204475	259197	HGNC:19077	6p21.33	O14931	NCR3	natural cytotoxicity triggering receptor 3
ENSG00000021300	58473	HGNC:19079	11q13.4	Q9UF11	PLEKHB1	pleckstrin homology domain containing B1
ENSG00000197969	23230	HGNC:1908	9q21.2	Q96RL7	VPS13A	vacuolar protein sorting 13 homolog A
ENSG00000117643	57134	HGNC:19080	1p36.11	Q9NR34	MAN1C1	mannosidase alpha class 1C member 1
ENSG00000149115	85456	HGNC:19081	11q12.1	Q9C0C2	TNKS1BP1	tankyrase 1 binding protein 1
ENSG00000102452	259232	HGNC:19082	13q32.3-q33.1	Q8IZF0	NALCN	sodium leak channel, non-selective
